Tipo;Entidade;Número;Data;Sumário;Link;;
Portaria;;32-A/2014;2014/07/02;Define o regime aplicável ao serviço operacional das várias carreiras de bombeiro voluntário do quadro ativo e revoga a Portaria n.º 571/2008, de 3 de julho;https://dre.pt/application/file/660455;;

Portaria;;32-B/2014;2014/07/02;Primeira alteração ao Regulamento Disciplinar dos Bombeiros Voluntários, aprovado pela Portaria n.º 703/2008, de 30 de julho;https://dre.pt/application/file/660456;;

Portaria;;133/2014;2014/20/02;Alteração de Portaria de extensão de encargos - Autoridade Tributária e Aduaneira;https://dre.pt/application/file/1677063;;

Portaria;;48/2014;2014/26/02;Regulamenta os termos e a tramitação do procedimento prévio de recrutamento de trabalhadores em situação de requalificação;http://dre.pt/pdf1sdip/2014/02/04000/0165201653.pdf;;

Portaria;;59/2014;2014/07/03;Fixa os termos da gestão flexível do currículo, no âmbito da autonomia pedagógica das escolas particulares e cooperativas a que se refere o artigo 37.º do Decreto-Lei n.º 152/2013, de 4 de novembro;https://dre.pt/application/file/572253;;

Portaria;;81/2014;2014/09/04;"Ministério da Educação e Ciência
Estabelece os procedimentos para a adoção formal e a divulgação da adoção dos manuais escolares a seguir pelos agrupamentos de escolas e pelas escolas não agrupadas e fixa as disciplinas em que os manuais escolares e outros recursos didático-pedagógicos não estão sujeitos ao regime de avaliação e certificação, bem como aquelas em que não há lugar à adoção formal de manuais escolares ou em que esta é meramente facultativa";https://dre.pt/application/file/a/25344083;;

Portaria;;96/2014;2014/05/05;Regulamenta a organização e funcionamento do Registo Nacional do Testamento Vital (RENTEV);https://dre.pt/application/file/25343867;;

Portaria;;101-A/2014;2014/13/05;Procede à identificação das águas balneares, à qualificação das praias e à fixação das respetivas épocas balneares para o ano de 2014;https://dre.pt/application/file/25344145;;

Portaria;;104/2014;2014/15/05;Aprova o modelo de diretiva antecipada de vontade;https://dre.pt/application/file/25343776;;

Portaria;;123/2014;2014/19/06;Fixa as condições mínimas do seguro de acidentes pessoais dos bombeiros profissionais e voluntários, incluindo os limites de capital seguro e riscos cobertos e revoga a Portaria n.º 1163/2009, de 6 de outubro;https://dre.pt/application/file/25677104;;

Portaria;;149-B/2014;2014/24/07;Segunda alteração à Portaria n.º 204-B/2013, de 18 de junho, que cria a medida Estágios Emprego;https://dre.pt/application/file/55021252;;

Portaria;;151/2014;2014/30/07;Cria o Programa Investe Jovem;https://dre.pt/application/file/55031646;;

Portaria;;233/2014;2014/07/08;Fixa o valor da taxa de Segurança Alimentar Mais para o ano de 2015;https://dre.pt/application/file/69965780;;

Portaria;;165/2014;2014/21/08;Estabelece os requisitos mínimos relativos à organização e funcionamento, recursos humanos e instalações técnicas dos laboratórios de anatomia patológica;https://dre.pt/application/file/a/56303493;;

Portaria;;174/2014;2014/10/09;"Define as condições de instalação e funcionamento a que devem obedecer as unidades de internamento e de ambulatório e as condições de funcionamento das equipas de gestão de altas e as equipas de cuidados continuados integrados da Rede Nacional de Cuidados Continuados Integrados
";https://dre.pt/application/file/56720877;;

Portaria;;188/2014;2014/18/09;Regulamenta as condições de organização e de funcionamento do Serviço de Atendimento e Acompanhamento Social;https://dre.pt/application/file/a/56932182;;

Portaria;;189/2014;2014/23/09;Procede à regulamentação necessária ao desenvolvimento da Chave Móvel Digital;https://dre.pt/application/file/57320881;;

Portaria;;260/2014;2014/15/12;Aprova o Regulamento do Transporte de Doentes;https://dre.pt/application/file/64797504;;

Regulamento de Execução;UE;668/2014;2014/13/06;Estabelece regras de aplicação do Regulamento (UE) n.o 1151/2012 do Parlamento Europeu e do Conselho relativo aos regimes de qualidade dos produtos agrícolas e dos géneros alimentícios ;http://eur-lex.europa.eu/legal-content/PT/TXT/PDF/?uri=CELEX:32014R0668&from=pt;;

Regulamento Delegado;UE;664/2014;2014/18/12;Completa o Regulamento (UE) n.º 1151/2012 do Parlamento Europeu e do Conselho no que diz respeito ao estabelecimento dos símbolos da União para as denominações de origem protegidas, as indicações geográficas protegidas e as especialidades tradicionais garantidas e a certas regras relativas à proveniência, certas regras processuais e certas regras transitórias adicionais ;http://eur-lex.europa.eu/legal-content/PT/TXT/PDF/?uri=CELEX:32014R0664&from=PT;;

Regulamento de Execução;UE;180/2014;2014/20/02;"Estabelece normas de execução do Regulamento (UE) n.o 228/2013 do Parlamento Europeu e do
Conselho que estabelece medidas específicas no domínio da agricultura a favor das regiões
ultraperiféricas da União.";http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2014:063:0013:0052:PT:PDF;;

Regulamento de Execução;UE;416/2014;2014/23/04;Relativo à abertura e modo de gestão de contingentes pautais para a importação de determinados cereais originários da Ucrânia;http://eur-lex.europa.eu/legal-content/PT/TXT/PDF/?uri=CELEX:32014R0416&from=PT;;

Regulamento Delegado;UE;907/2014;2014/11/03;Completa o Regulamento (UE) n.º 1306/2013 do Parlamento Europeu e do Conselho no que se refere aos organismos pagadores e outros organismos, à gestão financeira, ao apuramento das contas, às garantias e à utilização do euro;http://eur-lex.europa.eu/legal-content/PT/TXT/PDF/?uri=CELEX:32014R0907&from=PT;;

Regulamento Delegado;UE;179/2014;2014/06/11;"Complementa o Regulamento (UE) n. ° 228/2013 do Parlamento Europeu e do Conselho no que respeita ao registo dos operadores, ao montante da ajuda a título de comercialização de produtos fora da região, ao símbolo gráfico, à isenção dos direitos de importação relativamente a determinados bovinos e ao financiamento de determinadas medidas relacionadas com as medidas específicas da agricultura nas regiões ultraperiféricas da União.


";http://eur-lex.europa.eu/legal-content/PT/TXT/?uri=CELEX:32014R0179;;

Regulamento Delegado;UE;536/2014;2014/16/04;Relativo aos ensaios clínicos de medicamentos para uso humano ;http://ec.europa.eu/health//sites/health/files/files/eudralex/vol-1/reg_2014_536/reg_2014_536_pt.pdf;;

Resolução do Conselho de Ministros;;12/2014;2014/12/02;Adota a Estratégia Nacional para o Mar 2013-2020;https://dre.pt/application/file/572517;;

Resolução do Conselho de Ministros;;17/2014;2014/07/03;Aprova o Conceito Estratégico da Cooperação Portuguesa 2014-2020;https://dre.pt/application/file/572247;;

Resolução do Conselho de Ministros;;73-B/2014;2014/16/12;RCM n.º 73-B/2014 - D.R. n.º 242/2014, Série I de 2014-12-16 - Cria as estruturas de missão para os programas operacionais e as que funcionam junto das comissões de coordenação e desenvolvimento regional como órgãos de acompanhamento das dinâmicas regionais, no âmbito do ciclo de programação dos fundos europeus estruturais e de investimento.;https://dre.pt/application/file/65891196;;

Diretiva;UE;110/2014;2014/17/12;A Diretiva n.º 2014/110/UE, da Comissão, de 17-12-2014, altera a Diretiva n.º 2004/33/CE, da Comissão, de 22 de março, no que se refere aos critérios de suspensão temporária de dadores de sangue relativamente a dádivas homólogas, e procede à segunda alteração ao Decreto-Lei n.º 267/2007, de 24 de julho. Transposta pelo DL 185/2015.;https://eur-lex.europa.eu/legal-content/PT/TXT/PDF/?uri=CELEX:32014L0110&from=PT;;

Decreto Regulamentar;;15/2015;2015/19/08;Estabelece os critérios de classificação e reclassificação do solo, bem como os critérios de qualificação e as categorias do solo rústico e do solo urbano em função do uso dominante, aplicáveis a todo o território nacional;https://dre.pt/application/file/70055582;;

Decreto Regulamentar;;16/2015;2015/16/09;Sétima alteração ao Decreto Regulamentar n.º 43/87, de 17 de julho, que define as medidas nacionais de conservação dos recursos vivos aplicáveis ao exercício da pesca em águas, quer oceânicas, quer interiores, sob soberania e jurisdição portuguesas, e à primeira alteração ao Decreto Regulamentar n.º 14/2000, de 21 de setembro, que estabelece os requisitos e condições relativos à instalação e exploração dos estabelecimentos de culturas marinhas e conexos, bem como as condições de transmissão e cessação das autorizações e das licenças.;https://dre.pt/application/file/a/70311780;;

Despacho;;11057/2015;2015/05/10;Determina a alteração na estrutura orgânica flexível da Autoridade de Segurança Alimentar e Económica ;https://dre.pt/application/conteudo/70437626 ;;

Despacho;;3651/2015;2015/13/04;Define a comparticipação financeira do IEFP, I.P., por mês e por estágio no âmbito da medida Reativar;https://dre.pt/application/file/66970487;;

Despacho;;9920/2015;2015/01/09;Regulamento dos Cursos de Formação, de Ingresso e de Acesso do Bombeiro Voluntário;https://dre.pt/application/file/a/70152789;;

Despacho;;9921/2015;2015/01/09;Regulamento das carreiras de oficial bombeiro, de bombeiro voluntário e bombeiro especialista;https://dre.pt/application/file/a/70152790;;

Despacho;SEAL;5119-B/2015;2015/15/05;Apoio financeiro para projetos de integração e partilha de serviços e competências dos municípios;https://dre.pt/application/file/67199328;;

DL;;4/2015;2015/07/01;No uso da autorização legislativa concedida pela Lei n.º 42/2014, de 11 de julho, aprova o novo Código do Procedimento Administrativo;https://dre.pt/application/file/66047121;;

DL;;6/2015;2015/08/01;Estabelece as condições e as regras a observar na criação de sistemas de incentivos aplicáveis às empresas no território do continente.;https://dre.pt/application/file/66108378;;

DL;;7/2015;2015/13/01;Procede à reforma do regime de tributação dos organismos de investimento coletivo, alterando o Estatuto dos Benefícios Fiscais, aprovado pelo Decreto-Lei n.º 215/89, de 1 de julho, o Código do Imposto do Selo, aprovado pela Lei n.º 150/99, de 11 de setembro e a Lei n.º 64-A/2008, de 31 de dezembro;https://dre.pt/application/file/66145245;;

DL;;10/2015;2015/16/01;No uso da autorização legislativa concedida pela Lei n.º 29/2014, de 19 de maio, aprova o regime de acesso e de exercício de diversas atividades de comércio, serviços e restauração e estabelece o regime contraordenacional respetivo;https://dre.pt/application/file/66229902;;

DL;;19/2015;2015/03/02;Cria, no âmbito da competência funcional do Registo Nacional de Pessoas Coletivas, o Registo de Pessoas Jurídicas Canónicas;https://dre.pt/application/file/66411646;;

DL;;26/2015;2015/06/02;Promove um enquadramento mais favorável à reestruturação e revitalização de empresas, ao financiamento de longo prazo da atividade produtiva e à emissão de instrumentos híbridos de capitalização, alterando o Sistema de Recuperação de Empresas por via Extrajudicial, o Código da Insolvência e da Recuperação de Empresas e o Código das Sociedades Comerciais;https://dre.pt/application/file/66432651;;

DL;;37/2015;2015/10/03;Estabelece o regime de acesso e exercício de profissões e de atividades profissionais;https://dre.pt/application/file/66702042;;

DL;;38/2015;2015/12/03;Desenvolve a Lei n.º 17/2014, de 10 de abril, que estabelece as Bases da Política de Ordenamento e de Gestão do Espaço Marítimo Nacional;https://dre.pt/application/file/66734680;;

DL;;54/2015;2015/16/04;Procede à sexta alteração ao Decreto-Lei n.º 83/2000, de 11 de maio, que aprovou o novo regime legal da concessão e emissão dos passaportes;https://dre.pt/application/file/66991458;;

DL;;59/2015;2015/21/04;Aprova o novo regime do Fundo de Garantia Salarial, previsto no artigo 336.º do Código do Trabalho, aprovado pela Lei n.º 7/2009, de 12 de fevereiro, transpondo a Diretiva n.º 2008/94/CE, do Parlamento Europeu e do Conselho, de 22 de outubro de 2008, relativa à proteção dos trabalhadores assalariados em caso de insolvência do empregador.;https://dre.pt/application/conteudo/67040492;;

DL;;63/2015;2015/23/04;Procede à primeira alteração ao Decreto-Lei n.º 128/2014, de 29 de agosto, que estabelece o regime jurídico da exploração dos estabelecimentos de alojamento local;https://dre.pt/application/file/67063177;;

DL;;64/2015;2015/29/04;Procede à sexta alteração ao Decreto-Lei n.º 422/89, de 2 de dezembro, que reformula a Lei do Jogo;https://dre.pt/application/file/a/67096525;;

DL;;73/2015;2015/11/05;Procede à primeira alteração ao Sistema da Indústria Responsável, aprovado em anexo ao Decreto-Lei n.º 169/2012, de 1 de agosto;https://dre.pt/application/file/67188488;;

DL;;80/2015;2015/14/05;Aprova a revisão do Regime Jurídico dos Instrumentos de Gestão Territorial, aprovado pelo Decreto-Lei n.º 380/99, de 22 de setembro;https://dre.pt/application/file/67212910;;

DL;;90/2015;2015/29/05;Aprova o Estatuto dos Militares das Forças Armadas;https://dre.pt/application/file/a/67344765;;

DL;;97/2015;2015/01/06;Procede à criação do Sistema Nacional de Avaliação de Tecnologias de Saúde;https://dre.pt/application/file/67352197;;

DL;;136/2015;2015/28/06;Procede à primeira alteração ao Decreto-Lei n.º 101/2006, de 6 de junho, que cria a Rede Nacional de Cuidados Continuados Integrados, e à segunda alteração ao Decreto-Lei n.º 8/2010, de 28 de janeiro, que cria um conjunto de unidades e equipas de cuidados continuados integrados de saúde mental;https://dre.pt/application/file/a/69879621;;

DL;;148/2015;2015/04/08;Estabelece o regime da classificação e da inventariação dos bens móveis de interesse cultural, bem como as regras aplicáveis à exportação, expedição, importação e admissão dos bens culturais móveis;https://dre.pt/application/file/69935231;;

DL;;153/2015;2015/07/08;Procede à primeira alteração ao Decreto-Lei n.º 23/2012, prestação centralizada de serviços comuns aos serviços da administração direta integrados no Ministério do Ambiente, Ordenamento do Território e Energia;https://dre.pt/application/file/69965781;;

DL;;171/2015;2015/25/08;Regulamenta e desenvolve o regime jurídico da identificação criminal, aprovado pela Lei n.º 37/2015, de 5 de maio;https://dre.pt/application/file/70094320;;

DL;;174/2015;2015/25/08;Procede à sétima alteração ao Decreto-Lei n.º 142/2006, de 27 de julho, que criou o Sistema Nacional de Informação e Registo Animal, estabelecendo as regras para identificação, registo e circulação dos animais das espécies bovina, ovina, caprina, suína e equídeos, bem como o regime jurídico dos centros de agrupamento, comerciantes e transportadores e as normas de funcionamento do sistema de recolha de cadáveres na exploração;https://dre.pt/application/file/70094323;;
